Organism,Year,Antibiotic,Antibiotic_Class,Resistant,Susceptible,Intermediate,Total_Tested,Resistance_Rate_%,Sufficient_Data
Citrobacter koseri,2017,Piperacillin tazobactam,Penicillins,1,22,1,24,4.17,YES
Citrobacter koseri,2017,Tigecycline,Tetracyclines,0,24,0,24,0.0,YES
Citrobacter koseri,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Citrobacter koseri,2017,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2018,Meropenem,Carbapenems,0,34,1,35,0.0,YES
Citrobacter koseri,2018,Levofloxacin,Fluoroquinolones,0,35,0,35,0.0,YES
Citrobacter koseri,2018,Amikacin,Aminoglycosides,2,33,0,35,5.71,YES
Citrobacter koseri,2018,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2018,Colistin,Polymyxins,2,0,33,35,5.71,YES
Citrobacter koseri,2018,Piperacillin tazobactam,Penicillins,1,34,0,35,2.86,YES
Citrobacter koseri,2018,Tigecycline,Tetracyclines,0,35,0,35,0.0,YES
Citrobacter koseri,2018,Trimethoprim sulfa,Trimethoprim,1,34,0,35,2.86,YES
Citrobacter koseri,2018,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2019,Meropenem,Carbapenems,0,32,0,32,0.0,YES
Citrobacter koseri,2019,Levofloxacin,Fluoroquinolones,1,29,2,32,3.12,YES
Citrobacter koseri,2019,Amikacin,Aminoglycosides,0,32,0,32,0.0,YES
Citrobacter koseri,2019,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2019,Colistin,Polymyxins,0,0,32,32,0.0,YES
Citrobacter koseri,2019,Piperacillin tazobactam,Penicillins,1,31,0,32,3.12,YES
Citrobacter koseri,2019,Tigecycline,Tetracyclines,0,32,0,32,0.0,YES
Citrobacter koseri,2019,Trimethoprim sulfa,Trimethoprim,1,31,0,32,3.12,YES
Citrobacter koseri,2019,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2020,Meropenem,Carbapenems,0,47,0,47,0.0,YES
Citrobacter koseri,2020,Levofloxacin,Fluoroquinolones,1,45,1,47,2.13,YES
Citrobacter koseri,2020,Amikacin,Aminoglycosides,1,46,0,47,2.13,YES
Citrobacter koseri,2020,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2020,Colistin,Polymyxins,0,0,47,47,0.0,YES
Citrobacter koseri,2020,Piperacillin tazobactam,Penicillins,2,42,3,47,4.26,YES
Citrobacter koseri,2020,Tigecycline,Tetracyclines,0,47,0,47,0.0,YES
Citrobacter koseri,2020,Trimethoprim sulfa,Trimethoprim,0,47,0,47,0.0,YES
Citrobacter koseri,2020,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2021,Meropenem,Carbapenems,0,50,0,50,0.0,YES
Citrobacter koseri,2021,Levofloxacin,Fluoroquinolones,0,50,0,50,0.0,YES
Citrobacter koseri,2021,Amikacin,Aminoglycosides,0,49,1,50,0.0,YES
Citrobacter koseri,2021,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2021,Colistin,Polymyxins,0,0,50,50,0.0,YES
Citrobacter koseri,2021,Piperacillin tazobactam,Penicillins,3,46,1,50,6.0,YES
Citrobacter koseri,2021,Tigecycline,Tetracyclines,0,50,0,50,0.0,YES
Citrobacter koseri,2021,Trimethoprim sulfa,Trimethoprim,0,50,0,50,0.0,YES
Citrobacter koseri,2021,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2022,Meropenem,Carbapenems,0,52,0,52,0.0,YES
Citrobacter koseri,2022,Levofloxacin,Fluoroquinolones,0,52,0,52,0.0,YES
Citrobacter koseri,2022,Amikacin,Aminoglycosides,0,52,0,52,0.0,YES
Citrobacter koseri,2022,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2022,Colistin,Polymyxins,0,0,52,52,0.0,YES
Citrobacter koseri,2022,Piperacillin tazobactam,Penicillins,1,50,1,52,1.92,YES
Citrobacter koseri,2022,Tigecycline,Tetracyclines,0,52,0,52,0.0,YES
Citrobacter koseri,2022,Trimethoprim sulfa,Trimethoprim,2,50,0,52,3.85,YES
Citrobacter koseri,2022,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2023,Meropenem,Carbapenems,0,54,0,54,0.0,YES
Citrobacter koseri,2023,Levofloxacin,Fluoroquinolones,0,52,2,54,0.0,YES
Citrobacter koseri,2023,Amikacin,Aminoglycosides,0,54,0,54,0.0,YES
Citrobacter koseri,2023,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2023,Colistin,Polymyxins,1,0,53,54,1.85,YES
Citrobacter koseri,2023,Piperacillin tazobactam,Penicillins,0,52,2,54,0.0,YES
Citrobacter koseri,2023,Tigecycline,Tetracyclines,0,54,0,54,0.0,YES
Citrobacter koseri,2023,Trimethoprim sulfa,Trimethoprim,0,54,0,54,0.0,YES
Citrobacter koseri,2023,Linezolid,Oxazolidinones,0,0,0,0,,NO
Citrobacter koseri,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Citrobacter koseri,2024,Meropenem,Carbapenems,0,59,0,59,0.0,YES
Citrobacter koseri,2024,Levofloxacin,Fluoroquinolones,1,54,4,59,1.69,YES
Citrobacter koseri,2024,Amikacin,Aminoglycosides,0,59,0,59,0.0,YES
Citrobacter koseri,2024,Vancomycin,Glycopeptides,0,0,0,0,,NO
Citrobacter koseri,2024,Colistin,Polymyxins,0,0,59,59,0.0,YES
Citrobacter koseri,2024,Piperacillin tazobactam,Penicillins,1,57,1,59,1.69,YES
Citrobacter koseri,2024,Tigecycline,Tetracyclines,0,59,0,59,0.0,YES
Citrobacter koseri,2024,Trimethoprim sulfa,Trimethoprim,2,57,0,59,3.39,YES
Citrobacter koseri,2024,Linezolid,Oxazolidinones,0,0,0,0,,NO
Streptococcus pneumoniae,2004,Ceftriaxone,Cephalosporins,1,260,4,265,0.38,YES
Streptococcus pneumoniae,2004,Meropenem,Carbapenems,6,55,6,67,8.96,YES
Streptococcus pneumoniae,2004,Levofloxacin,Fluoroquinolones,2,262,1,265,0.75,YES
Streptococcus pneumoniae,2004,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2004,Vancomycin,Glycopeptides,0,265,0,265,0.0,YES
Streptococcus pneumoniae,2004,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2004,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2004,Tigecycline,Tetracyclines,0,252,13,265,0.0,YES
Streptococcus pneumoniae,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2004,Linezolid,Oxazolidinones,0,265,0,265,0.0,YES
Streptococcus pneumoniae,2005,Ceftriaxone,Cephalosporins,3,294,3,300,1.0,YES
Streptococcus pneumoniae,2005,Meropenem,Carbapenems,3,45,8,56,5.36,YES
Streptococcus pneumoniae,2005,Levofloxacin,Fluoroquinolones,1,299,0,300,0.33,YES
Streptococcus pneumoniae,2005,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2005,Vancomycin,Glycopeptides,0,300,0,300,0.0,YES
Streptococcus pneumoniae,2005,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2005,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2005,Tigecycline,Tetracyclines,0,295,5,300,0.0,YES
Streptococcus pneumoniae,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2005,Linezolid,Oxazolidinones,0,300,0,300,0.0,YES
Streptococcus pneumoniae,2006,Ceftriaxone,Cephalosporins,3,350,3,356,0.84,YES
Streptococcus pneumoniae,2006,Meropenem,Carbapenems,18,141,15,174,10.34,YES
Streptococcus pneumoniae,2006,Levofloxacin,Fluoroquinolones,1,354,1,356,0.28,YES
Streptococcus pneumoniae,2006,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2006,Vancomycin,Glycopeptides,0,356,0,356,0.0,YES
Streptococcus pneumoniae,2006,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2006,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2006,Tigecycline,Tetracyclines,0,348,8,356,0.0,YES
Streptococcus pneumoniae,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2006,Linezolid,Oxazolidinones,0,356,0,356,0.0,YES
Streptococcus pneumoniae,2007,Ceftriaxone,Cephalosporins,3,393,5,401,0.75,YES
Streptococcus pneumoniae,2007,Meropenem,Carbapenems,30,339,26,395,7.59,YES
Streptococcus pneumoniae,2007,Levofloxacin,Fluoroquinolones,2,399,0,401,0.5,YES
Streptococcus pneumoniae,2007,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2007,Vancomycin,Glycopeptides,0,401,0,401,0.0,YES
Streptococcus pneumoniae,2007,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2007,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2007,Tigecycline,Tetracyclines,0,397,4,401,0.0,YES
Streptococcus pneumoniae,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2007,Linezolid,Oxazolidinones,0,401,0,401,0.0,YES
Streptococcus pneumoniae,2008,Ceftriaxone,Cephalosporins,5,350,20,375,1.33,YES
Streptococcus pneumoniae,2008,Meropenem,Carbapenems,21,325,29,375,5.6,YES
Streptococcus pneumoniae,2008,Levofloxacin,Fluoroquinolones,0,373,2,375,0.0,YES
Streptococcus pneumoniae,2008,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2008,Vancomycin,Glycopeptides,0,375,0,375,0.0,YES
Streptococcus pneumoniae,2008,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2008,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2008,Tigecycline,Tetracyclines,0,373,2,375,0.0,YES
Streptococcus pneumoniae,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2008,Linezolid,Oxazolidinones,0,375,0,375,0.0,YES
Streptococcus pneumoniae,2009,Ceftriaxone,Cephalosporins,6,403,31,440,1.36,YES
Streptococcus pneumoniae,2009,Meropenem,Carbapenems,42,374,24,440,9.55,YES
Streptococcus pneumoniae,2009,Levofloxacin,Fluoroquinolones,1,435,4,440,0.23,YES
Streptococcus pneumoniae,2009,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2009,Vancomycin,Glycopeptides,0,440,0,440,0.0,YES
Streptococcus pneumoniae,2009,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2009,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2009,Tigecycline,Tetracyclines,0,439,1,440,0.0,YES
Streptococcus pneumoniae,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2009,Linezolid,Oxazolidinones,0,440,0,440,0.0,YES
Streptococcus pneumoniae,2010,Ceftriaxone,Cephalosporins,6,305,13,324,1.85,YES
Streptococcus pneumoniae,2010,Meropenem,Carbapenems,12,294,18,324,3.7,YES
Streptococcus pneumoniae,2010,Levofloxacin,Fluoroquinolones,0,321,3,324,0.0,YES
Streptococcus pneumoniae,2010,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2010,Vancomycin,Glycopeptides,0,324,0,324,0.0,YES
Streptococcus pneumoniae,2010,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2010,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2010,Tigecycline,Tetracyclines,0,324,0,324,0.0,YES
Streptococcus pneumoniae,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2010,Linezolid,Oxazolidinones,0,324,0,324,0.0,YES
Streptococcus pneumoniae,2011,Ceftriaxone,Cephalosporins,0,274,8,282,0.0,YES
Streptococcus pneumoniae,2011,Meropenem,Carbapenems,22,245,15,282,7.8,YES
Streptococcus pneumoniae,2011,Levofloxacin,Fluoroquinolones,1,281,0,282,0.35,YES
Streptococcus pneumoniae,2011,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2011,Vancomycin,Glycopeptides,0,282,0,282,0.0,YES
Streptococcus pneumoniae,2011,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2011,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2011,Tigecycline,Tetracyclines,0,278,4,282,0.0,YES
Streptococcus pneumoniae,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2011,Linezolid,Oxazolidinones,0,282,0,282,0.0,YES
Streptococcus pneumoniae,2012,Ceftriaxone,Cephalosporins,0,237,3,240,0.0,YES
Streptococcus pneumoniae,2012,Meropenem,Carbapenems,16,207,17,240,6.67,YES
Streptococcus pneumoniae,2012,Levofloxacin,Fluoroquinolones,2,238,0,240,0.83,YES
Streptococcus pneumoniae,2012,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2012,Vancomycin,Glycopeptides,0,240,0,240,0.0,YES
Streptococcus pneumoniae,2012,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2012,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2012,Tigecycline,Tetracyclines,0,240,0,240,0.0,YES
Streptococcus pneumoniae,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2012,Linezolid,Oxazolidinones,0,240,0,240,0.0,YES
Streptococcus pneumoniae,2013,Ceftriaxone,Cephalosporins,0,286,7,293,0.0,YES
Streptococcus pneumoniae,2013,Meropenem,Carbapenems,22,256,15,293,7.51,YES
Streptococcus pneumoniae,2013,Levofloxacin,Fluoroquinolones,3,290,0,293,1.02,YES
Streptococcus pneumoniae,2013,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2013,Vancomycin,Glycopeptides,0,293,0,293,0.0,YES
Streptococcus pneumoniae,2013,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2013,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2013,Tigecycline,Tetracyclines,0,292,1,293,0.0,YES
Streptococcus pneumoniae,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2013,Linezolid,Oxazolidinones,0,293,0,293,0.0,YES
Streptococcus pneumoniae,2014,Ceftriaxone,Cephalosporins,5,593,11,609,0.82,YES
Streptococcus pneumoniae,2014,Meropenem,Carbapenems,27,566,16,609,4.43,YES
Streptococcus pneumoniae,2014,Levofloxacin,Fluoroquinolones,2,607,0,609,0.33,YES
Streptococcus pneumoniae,2014,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2014,Vancomycin,Glycopeptides,0,609,0,609,0.0,YES
Streptococcus pneumoniae,2014,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2014,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2014,Tigecycline,Tetracyclines,0,609,0,609,0.0,YES
Streptococcus pneumoniae,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2014,Linezolid,Oxazolidinones,0,609,0,609,0.0,YES
Streptococcus pneumoniae,2015,Ceftriaxone,Cephalosporins,2,511,16,529,0.38,YES
Streptococcus pneumoniae,2015,Meropenem,Carbapenems,41,462,26,529,7.75,YES
Streptococcus pneumoniae,2015,Levofloxacin,Fluoroquinolones,1,526,2,529,0.19,YES
Streptococcus pneumoniae,2015,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2015,Vancomycin,Glycopeptides,0,529,0,529,0.0,YES
Streptococcus pneumoniae,2015,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2015,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2015,Tigecycline,Tetracyclines,0,529,0,529,0.0,YES
Streptococcus pneumoniae,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2015,Linezolid,Oxazolidinones,0,529,0,529,0.0,YES
Streptococcus pneumoniae,2016,Ceftriaxone,Cephalosporins,3,548,3,554,0.54,YES
Streptococcus pneumoniae,2016,Meropenem,Carbapenems,30,495,29,554,5.42,YES
Streptococcus pneumoniae,2016,Levofloxacin,Fluoroquinolones,5,549,0,554,0.9,YES
Streptococcus pneumoniae,2016,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2016,Vancomycin,Glycopeptides,0,554,0,554,0.0,YES
Streptococcus pneumoniae,2016,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2016,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2016,Tigecycline,Tetracyclines,0,552,2,554,0.0,YES
Streptococcus pneumoniae,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2016,Linezolid,Oxazolidinones,0,554,0,554,0.0,YES
Streptococcus pneumoniae,2017,Ceftriaxone,Cephalosporins,5,560,16,581,0.86,YES
Streptococcus pneumoniae,2017,Meropenem,Carbapenems,42,510,29,581,7.23,YES
Streptococcus pneumoniae,2017,Levofloxacin,Fluoroquinolones,5,574,2,581,0.86,YES
Streptococcus pneumoniae,2017,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2017,Vancomycin,Glycopeptides,0,581,0,581,0.0,YES
Streptococcus pneumoniae,2017,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2017,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2017,Tigecycline,Tetracyclines,0,577,4,581,0.0,YES
Streptococcus pneumoniae,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2017,Linezolid,Oxazolidinones,0,581,0,581,0.0,YES
Streptococcus pneumoniae,2018,Ceftriaxone,Cephalosporins,4,279,10,293,1.37,YES
Streptococcus pneumoniae,2018,Meropenem,Carbapenems,17,268,8,293,5.8,YES
Streptococcus pneumoniae,2018,Levofloxacin,Fluoroquinolones,4,289,0,293,1.37,YES
Streptococcus pneumoniae,2018,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2018,Vancomycin,Glycopeptides,0,293,0,293,0.0,YES
Streptococcus pneumoniae,2018,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2018,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2018,Tigecycline,Tetracyclines,0,293,0,293,0.0,YES
Streptococcus pneumoniae,2018,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2018,Linezolid,Oxazolidinones,0,293,0,293,0.0,YES
Streptococcus pneumoniae,2019,Ceftriaxone,Cephalosporins,4,463,18,485,0.82,YES
Streptococcus pneumoniae,2019,Meropenem,Carbapenems,29,428,28,485,5.98,YES
Streptococcus pneumoniae,2019,Levofloxacin,Fluoroquinolones,0,485,0,485,0.0,YES
Streptococcus pneumoniae,2019,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2019,Vancomycin,Glycopeptides,0,485,0,485,0.0,YES
Streptococcus pneumoniae,2019,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2019,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2019,Tigecycline,Tetracyclines,0,485,0,485,0.0,YES
Streptococcus pneumoniae,2019,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2019,Linezolid,Oxazolidinones,0,485,0,485,0.0,YES
Streptococcus pneumoniae,2020,Ceftriaxone,Cephalosporins,1,417,10,428,0.23,YES
Streptococcus pneumoniae,2020,Meropenem,Carbapenems,20,378,30,428,4.67,YES
Streptococcus pneumoniae,2020,Levofloxacin,Fluoroquinolones,2,426,0,428,0.47,YES
Streptococcus pneumoniae,2020,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2020,Vancomycin,Glycopeptides,0,428,0,428,0.0,YES
Streptococcus pneumoniae,2020,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2020,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2020,Tigecycline,Tetracyclines,0,428,0,428,0.0,YES
Streptococcus pneumoniae,2020,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2020,Linezolid,Oxazolidinones,0,428,0,428,0.0,YES
Streptococcus pneumoniae,2021,Ceftriaxone,Cephalosporins,4,312,9,325,1.23,YES
Streptococcus pneumoniae,2021,Meropenem,Carbapenems,20,281,24,325,6.15,YES
Streptococcus pneumoniae,2021,Levofloxacin,Fluoroquinolones,6,319,0,325,1.85,YES
Streptococcus pneumoniae,2021,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2021,Vancomycin,Glycopeptides,0,325,0,325,0.0,YES
Streptococcus pneumoniae,2021,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2021,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2021,Tigecycline,Tetracyclines,0,325,0,325,0.0,YES
Streptococcus pneumoniae,2021,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2021,Linezolid,Oxazolidinones,0,325,0,325,0.0,YES
Streptococcus pneumoniae,2022,Ceftriaxone,Cephalosporins,2,296,13,311,0.64,YES
Streptococcus pneumoniae,2022,Meropenem,Carbapenems,24,267,20,311,7.72,YES
Streptococcus pneumoniae,2022,Levofloxacin,Fluoroquinolones,3,308,0,311,0.96,YES
Streptococcus pneumoniae,2022,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2022,Vancomycin,Glycopeptides,0,311,0,311,0.0,YES
Streptococcus pneumoniae,2022,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2022,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2022,Tigecycline,Tetracyclines,0,311,0,311,0.0,YES
Streptococcus pneumoniae,2022,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2022,Linezolid,Oxazolidinones,0,311,0,311,0.0,YES
Streptococcus pneumoniae,2023,Ceftriaxone,Cephalosporins,2,351,12,365,0.55,YES
Streptococcus pneumoniae,2023,Meropenem,Carbapenems,20,325,20,365,5.48,YES
Streptococcus pneumoniae,2023,Levofloxacin,Fluoroquinolones,1,364,0,365,0.27,YES
Streptococcus pneumoniae,2023,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2023,Vancomycin,Glycopeptides,0,365,0,365,0.0,YES
Streptococcus pneumoniae,2023,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2023,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2023,Tigecycline,Tetracyclines,0,365,0,365,0.0,YES
Streptococcus pneumoniae,2023,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2023,Linezolid,Oxazolidinones,0,365,0,365,0.0,YES
Streptococcus pneumoniae,2024,Ceftriaxone,Cephalosporins,1,297,10,308,0.32,YES
Streptococcus pneumoniae,2024,Meropenem,Carbapenems,16,271,21,308,5.19,YES
Streptococcus pneumoniae,2024,Levofloxacin,Fluoroquinolones,0,308,0,308,0.0,YES
Streptococcus pneumoniae,2024,Amikacin,Aminoglycosides,0,0,0,0,,NO
Streptococcus pneumoniae,2024,Vancomycin,Glycopeptides,0,308,0,308,0.0,YES
Streptococcus pneumoniae,2024,Colistin,Polymyxins,0,0,0,0,,NO
Streptococcus pneumoniae,2024,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Streptococcus pneumoniae,2024,Tigecycline,Tetracyclines,0,308,0,308,0.0,YES
Streptococcus pneumoniae,2024,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Streptococcus pneumoniae,2024,Linezolid,Oxazolidinones,0,308,0,308,0.0,YES
Haemophilus influenzae,2004,Ceftriaxone,Cephalosporins,0,41,0,41,0.0,YES
Haemophilus influenzae,2004,Meropenem,Carbapenems,0,2,0,2,,NO
Haemophilus influenzae,2004,Levofloxacin,Fluoroquinolones,0,41,0,41,0.0,YES
Haemophilus influenzae,2004,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2004,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2004,Piperacillin tazobactam,Penicillins,0,41,0,41,0.0,YES
Haemophilus influenzae,2004,Tigecycline,Tetracyclines,0,41,0,41,0.0,YES
Haemophilus influenzae,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2005,Ceftriaxone,Cephalosporins,0,61,0,61,0.0,YES
Haemophilus influenzae,2005,Meropenem,Carbapenems,0,4,0,4,,NO
Haemophilus influenzae,2005,Levofloxacin,Fluoroquinolones,0,61,0,61,0.0,YES
Haemophilus influenzae,2005,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2005,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2005,Piperacillin tazobactam,Penicillins,0,61,0,61,0.0,YES
Haemophilus influenzae,2005,Tigecycline,Tetracyclines,0,61,0,61,0.0,YES
Haemophilus influenzae,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Haemophilus influenzae,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Haemophilus influenzae,2006,Ceftriaxone,Cephalosporins,0,51,0,51,0.0,YES
Haemophilus influenzae,2006,Meropenem,Carbapenems,0,31,0,31,0.0,YES
Haemophilus influenzae,2006,Levofloxacin,Fluoroquinolones,0,51,0,51,0.0,YES
Haemophilus influenzae,2006,Amikacin,Aminoglycosides,0,0,0,0,,NO
Haemophilus influenzae,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Haemophilus influenzae,2006,Colistin,Polymyxins,0,0,0,0,,NO
Haemophilus influenzae,2006,Piperacillin tazobactam,Penicillins,0,51,0,51,0.0,YES
