Organism,Country,Year,Total_N,MDR_Count,MDR_Rate_%,Sufficient
Staphylococcus aureus,Romania,2015,5,1,,False
Staphylococcus aureus,Romania,2018,20,1,5.0,True
Staphylococcus aureus,Romania,2019,18,1,5.56,True
Staphylococcus aureus,Romania,2020,22,2,9.09,True
Staphylococcus aureus,Romania,2021,12,1,8.33,True
Staphylococcus aureus,Romania,2022,18,0,0.0,True
Staphylococcus aureus,Romania,2023,21,0,0.0,True
Staphylococcus aureus,Romania,2024,16,1,6.25,True
Staphylococcus aureus,Russia,2014,22,3,13.64,True
Staphylococcus aureus,Russia,2015,6,2,,False
Staphylococcus aureus,Russia,2016,1,0,,False
Staphylococcus aureus,Russia,2017,4,1,,False
Staphylococcus aureus,Russia,2018,32,4,12.5,True
Staphylococcus aureus,Russia,2019,51,12,23.53,True
Staphylococcus aureus,Saudi Arabia,2009,15,0,0.0,True
Staphylococcus aureus,Saudi Arabia,2011,21,0,0.0,True
Staphylococcus aureus,Saudi Arabia,2013,2,0,,False
Staphylococcus aureus,Saudi Arabia,2015,2,0,,False
Staphylococcus aureus,Saudi Arabia,2016,1,0,,False
Staphylococcus aureus,Saudi Arabia,2018,1,0,,False
Staphylococcus aureus,Saudi Arabia,2019,4,0,,False
Staphylococcus aureus,Saudi Arabia,2020,2,1,,False
Staphylococcus aureus,Saudi Arabia,2021,2,0,,False
Staphylococcus aureus,Serbia,2017,2,0,,False
Staphylococcus aureus,Singapore,2004,14,0,0.0,True
Staphylococcus aureus,Singapore,2005,5,0,,False
Staphylococcus aureus,Singapore,2006,9,0,,False
Staphylococcus aureus,Singapore,2007,5,0,,False
Staphylococcus aureus,Singapore,2009,1,0,,False
Staphylococcus aureus,Singapore,2014,3,0,,False
Staphylococcus aureus,Singapore,2015,16,0,0.0,True
Staphylococcus aureus,Singapore,2018,20,0,0.0,True
Staphylococcus aureus,Slovak Republic,2007,6,0,,False
Staphylococcus aureus,Slovak Republic,2008,1,0,,False
Staphylococcus aureus,Slovak Republic,2009,3,0,,False
Staphylococcus aureus,Slovenia,2006,8,0,,False
Staphylococcus aureus,Slovenia,2007,12,0,0.0,True
Staphylococcus aureus,Slovenia,2008,7,0,,False
Staphylococcus aureus,Slovenia,2009,4,0,,False
Staphylococcus aureus,Slovenia,2010,9,0,,False
Staphylococcus aureus,Slovenia,2020,3,0,,False
Staphylococcus aureus,Slovenia,2021,8,0,,False
Staphylococcus aureus,Slovenia,2022,26,1,3.85,True
Staphylococcus aureus,Slovenia,2023,6,0,,False
Staphylococcus aureus,Slovenia,2024,9,0,,False
Staphylococcus aureus,South Africa,2004,2,0,,False
Staphylococcus aureus,South Africa,2005,3,0,,False
Staphylococcus aureus,South Africa,2006,5,0,,False
Staphylococcus aureus,South Africa,2007,5,0,,False
Staphylococcus aureus,South Africa,2008,2,0,,False
Staphylococcus aureus,South Africa,2009,2,0,,False
Staphylococcus aureus,South Africa,2011,2,0,,False
Staphylococcus aureus,South Africa,2014,1,0,,False
Staphylococcus aureus,South Africa,2015,4,3,,False
Staphylococcus aureus,South Africa,2016,11,8,72.73,True
Staphylococcus aureus,South Africa,2017,20,3,15.0,True
Staphylococcus aureus,South Africa,2018,17,1,5.88,True
Staphylococcus aureus,South Africa,2019,23,3,13.04,True
Staphylococcus aureus,South Africa,2020,31,4,12.9,True
Staphylococcus aureus,South Africa,2021,24,2,8.33,True
Staphylococcus aureus,South Africa,2022,2,0,,False
Staphylococcus aureus,South Africa,2023,25,3,12.0,True
Staphylococcus aureus,South Africa,2024,18,1,5.56,True
Staphylococcus aureus,Spain,2004,23,0,0.0,True
Staphylococcus aureus,Spain,2005,11,0,0.0,True
Staphylococcus aureus,Spain,2007,21,0,0.0,True
Staphylococcus aureus,Spain,2008,62,0,0.0,True
Staphylococcus aureus,Spain,2009,79,0,0.0,True
Staphylococcus aureus,Spain,2010,31,0,0.0,True
Staphylococcus aureus,Spain,2011,83,0,0.0,True
Staphylococcus aureus,Spain,2012,67,0,0.0,True
Staphylococcus aureus,Spain,2013,54,0,0.0,True
Staphylococcus aureus,Spain,2014,84,11,13.1,True
Staphylococcus aureus,Spain,2015,115,28,24.35,True
Staphylococcus aureus,Spain,2016,65,11,16.92,True
Staphylococcus aureus,Spain,2017,75,15,20.0,True
Staphylococcus aureus,Spain,2018,51,10,19.61,True
Staphylococcus aureus,Spain,2019,38,8,21.05,True
Staphylococcus aureus,Spain,2020,65,15,23.08,True
Staphylococcus aureus,Spain,2021,72,15,20.83,True
Staphylococcus aureus,Spain,2022,85,5,5.88,True
Staphylococcus aureus,Spain,2023,58,10,17.24,True
Staphylococcus aureus,Spain,2024,34,4,11.76,True
Staphylococcus aureus,Sweden,2005,5,0,,False
Staphylococcus aureus,Sweden,2006,5,0,,False
Staphylococcus aureus,Sweden,2007,10,0,0.0,True
Staphylococcus aureus,Sweden,2008,2,0,,False
Staphylococcus aureus,Sweden,2009,5,0,,False
Staphylococcus aureus,Sweden,2010,9,0,,False
Staphylococcus aureus,Sweden,2011,12,0,0.0,True
Staphylococcus aureus,Sweden,2013,1,0,,False
Staphylococcus aureus,Sweden,2014,16,1,6.25,True
Staphylococcus aureus,Sweden,2017,12,0,0.0,True
Staphylococcus aureus,Sweden,2020,16,0,0.0,True
Staphylococcus aureus,Sweden,2021,20,0,0.0,True
Staphylococcus aureus,Sweden,2022,6,0,,False
Staphylococcus aureus,Sweden,2024,14,0,0.0,True
Staphylococcus aureus,Switzerland,2004,16,0,0.0,True
Staphylococcus aureus,Switzerland,2006,1,0,,False
Staphylococcus aureus,Switzerland,2008,4,0,,False
Staphylococcus aureus,Switzerland,2009,1,0,,False
Staphylococcus aureus,Switzerland,2010,2,0,,False
Staphylococcus aureus,Switzerland,2011,2,0,,False
Staphylococcus aureus,Switzerland,2012,4,0,,False
Staphylococcus aureus,Switzerland,2013,7,0,,False
Staphylococcus aureus,Switzerland,2014,3,0,,False
Staphylococcus aureus,Switzerland,2015,7,0,,False
Staphylococcus aureus,Switzerland,2016,8,0,,False
Staphylococcus aureus,Switzerland,2017,3,0,,False
Staphylococcus aureus,Switzerland,2018,12,0,0.0,True
Staphylococcus aureus,Switzerland,2019,8,0,,False
Staphylococcus aureus,Switzerland,2020,11,1,9.09,True
Staphylococcus aureus,Switzerland,2021,19,0,0.0,True
Staphylococcus aureus,Switzerland,2022,11,1,9.09,True
Staphylococcus aureus,Switzerland,2023,14,3,21.43,True
Staphylococcus aureus,Switzerland,2024,14,1,7.14,True
Staphylococcus aureus,Taiwan,2006,58,0,0.0,True
Staphylococcus aureus,Taiwan,2007,34,0,0.0,True
Staphylococcus aureus,Taiwan,2008,2,0,,False
Staphylococcus aureus,Taiwan,2009,16,0,0.0,True
Staphylococcus aureus,Taiwan,2014,5,2,,False
Staphylococcus aureus,Taiwan,2015,12,4,33.33,True
Staphylococcus aureus,Taiwan,2016,29,10,34.48,True
Staphylococcus aureus,Taiwan,2017,23,8,34.78,True
Staphylococcus aureus,Taiwan,2018,10,2,20.0,True
Staphylococcus aureus,Taiwan,2019,12,9,75.0,True
Staphylococcus aureus,Taiwan,2020,38,13,34.21,True
Staphylococcus aureus,Taiwan,2021,71,35,49.3,True
Staphylococcus aureus,Taiwan,2022,70,25,35.71,True
Staphylococcus aureus,Taiwan,2023,32,13,40.62,True
Staphylococcus aureus,Taiwan,2024,29,9,31.03,True
Staphylococcus aureus,Thailand,2008,3,0,,False
Staphylococcus aureus,Thailand,2010,1,0,,False
Staphylococcus aureus,Thailand,2014,6,1,,False
Staphylococcus aureus,Thailand,2015,6,4,,False
Staphylococcus aureus,Thailand,2016,18,13,72.22,True
Staphylococcus aureus,Thailand,2017,8,5,,False
Staphylococcus aureus,Thailand,2018,18,3,16.67,True
Staphylococcus aureus,Thailand,2019,27,7,25.93,True
Staphylococcus aureus,Thailand,2020,39,8,20.51,True
Staphylococcus aureus,Thailand,2021,20,4,20.0,True
Staphylococcus aureus,Thailand,2022,9,2,,False
Staphylococcus aureus,Thailand,2023,16,2,12.5,True
Staphylococcus aureus,Thailand,2024,8,1,,False
Staphylococcus aureus,Tunisia,2011,1,0,,False
Staphylococcus aureus,Tunisia,2012,4,0,,False
Staphylococcus aureus,Tunisia,2013,4,0,,False
Staphylococcus aureus,Turkey,2005,6,0,,False
Staphylococcus aureus,Turkey,2006,10,0,0.0,True
Staphylococcus aureus,Turkey,2008,18,0,0.0,True
Staphylococcus aureus,Turkey,2009,8,0,,False
Staphylococcus aureus,Turkey,2014,14,0,0.0,True
Staphylococcus aureus,Turkey,2015,9,1,,False
Staphylococcus aureus,Turkey,2016,19,2,10.53,True
Staphylococcus aureus,Turkey,2017,24,6,25.0,True
Staphylococcus aureus,Turkey,2018,3,0,,False
Staphylococcus aureus,Turkey,2019,19,0,0.0,True
Staphylococcus aureus,Turkey,2020,25,1,4.0,True
Staphylococcus aureus,Turkey,2021,30,0,0.0,True
Staphylococcus aureus,Turkey,2022,35,5,14.29,True
Staphylococcus aureus,Turkey,2023,27,3,11.11,True
Staphylococcus aureus,Turkey,2024,34,2,5.88,True
Staphylococcus aureus,Uganda,2021,2,0,,False
Staphylococcus aureus,Uganda,2022,2,1,,False
Staphylococcus aureus,Uganda,2023,1,0,,False
Staphylococcus aureus,Ukraine,2018,5,0,,False
Staphylococcus aureus,Ukraine,2019,7,0,,False
Staphylococcus aureus,Ukraine,2020,7,0,,False
Staphylococcus aureus,Ukraine,2021,11,1,9.09,True
Staphylococcus aureus,Ukraine,2022,3,1,,False
Staphylococcus aureus,Ukraine,2023,5,1,,False
Staphylococcus aureus,Ukraine,2024,3,0,,False
Staphylococcus aureus,United Kingdom,2004,14,0,0.0,True
Staphylococcus aureus,United Kingdom,2007,14,0,0.0,True
Staphylococcus aureus,United Kingdom,2009,18,0,0.0,True
Staphylococcus aureus,United Kingdom,2010,2,0,,False
Staphylococcus aureus,United Kingdom,2011,8,0,,False
Staphylococcus aureus,United Kingdom,2012,2,0,,False
Staphylococcus aureus,United Kingdom,2013,5,0,,False
Staphylococcus aureus,United Kingdom,2014,18,1,5.56,True
Staphylococcus aureus,United Kingdom,2015,14,6,42.86,True
Staphylococcus aureus,United Kingdom,2016,16,5,31.25,True
Staphylococcus aureus,United Kingdom,2017,32,4,12.5,True
Staphylococcus aureus,United Kingdom,2018,14,1,7.14,True
Staphylococcus aureus,United Kingdom,2019,27,1,3.7,True
Staphylococcus aureus,United Kingdom,2020,36,0,0.0,True
Staphylococcus aureus,United Kingdom,2021,41,0,0.0,True
Staphylococcus aureus,United Kingdom,2022,30,1,3.33,True
Staphylococcus aureus,United Kingdom,2023,18,0,0.0,True
Staphylococcus aureus,United Kingdom,2024,41,1,2.44,True
Staphylococcus aureus,United States,2004,169,0,0.0,True
Staphylococcus aureus,United States,2005,253,0,0.0,True
Staphylococcus aureus,United States,2006,168,0,0.0,True
Staphylococcus aureus,United States,2007,239,0,0.0,True
Staphylococcus aureus,United States,2008,120,0,0.0,True
Staphylococcus aureus,United States,2009,94,0,0.0,True
Staphylococcus aureus,United States,2010,67,0,0.0,True
Staphylococcus aureus,United States,2011,110,0,0.0,True
Staphylococcus aureus,United States,2012,72,0,0.0,True
Staphylococcus aureus,United States,2013,79,0,0.0,True
Staphylococcus aureus,United States,2014,113,23,20.35,True
Staphylococcus aureus,United States,2015,62,10,16.13,True
Staphylococcus aureus,United States,2016,102,33,32.35,True
Staphylococcus aureus,United States,2017,28,0,0.0,True
Staphylococcus aureus,United States,2018,58,17,29.31,True
Staphylococcus aureus,United States,2019,86,27,31.4,True
Staphylococcus aureus,United States,2020,107,33,30.84,True
Staphylococcus aureus,United States,2021,151,46,30.46,True
Staphylococcus aureus,United States,2022,87,25,28.74,True
Staphylococcus aureus,United States,2023,126,34,26.98,True
Staphylococcus aureus,United States,2024,109,33,30.28,True
Staphylococcus aureus,Venezuela,2006,3,0,,False
Staphylococcus aureus,Venezuela,2007,2,0,,False
Staphylococcus aureus,Venezuela,2008,3,0,,False
Staphylococcus aureus,Venezuela,2009,2,0,,False
Staphylococcus aureus,Venezuela,2014,8,1,,False
Staphylococcus aureus,Venezuela,2015,7,2,,False
Staphylococcus aureus,Venezuela,2016,16,1,6.25,True
Staphylococcus aureus,Venezuela,2017,20,4,20.0,True
Staphylococcus aureus,Venezuela,2018,4,1,,False
Staphylococcus aureus,Venezuela,2019,10,2,20.0,True
Staphylococcus aureus,Venezuela,2020,6,0,,False
Staphylococcus aureus,Venezuela,2021,8,1,,False
Staphylococcus aureus,Venezuela,2022,2,0,,False
Staphylococcus aureus,Venezuela,2023,4,1,,False
Staphylococcus aureus,Venezuela,2024,2,0,,False
Staphylococcus aureus,Vietnam,2015,1,0,,False
Staphylococcus epidermidis,Argentina,2014,8,6,,False
Staphylococcus epidermidis,Argentina,2015,11,11,100.0,True
Staphylococcus epidermidis,Argentina,2016,6,5,,False
Staphylococcus epidermidis,Argentina,2017,10,8,80.0,True
Staphylococcus epidermidis,Argentina,2018,7,5,,False
Staphylococcus epidermidis,Argentina,2019,13,11,84.62,True
Staphylococcus epidermidis,Argentina,2020,11,9,81.82,True
Staphylococcus epidermidis,Argentina,2021,6,6,,False
Staphylococcus epidermidis,Argentina,2022,2,1,,False
Staphylococcus epidermidis,Argentina,2023,4,2,,False
Staphylococcus epidermidis,Argentina,2024,1,0,,False
Staphylococcus epidermidis,Australia,2014,6,5,,False
Staphylococcus epidermidis,Australia,2015,6,5,,False
Staphylococcus epidermidis,Australia,2016,1,1,,False
Staphylococcus epidermidis,Australia,2017,4,2,,False
Staphylococcus epidermidis,Australia,2018,3,3,,False
Staphylococcus epidermidis,Australia,2019,2,2,,False
Staphylococcus epidermidis,Australia,2020,2,0,,False
Staphylococcus epidermidis,Australia,2021,4,4,,False
Staphylococcus epidermidis,Australia,2022,2,2,,False
Staphylococcus epidermidis,Australia,2023,2,0,,False
Staphylococcus epidermidis,Australia,2024,5,4,,False
Staphylococcus epidermidis,Austria,2014,9,5,,False
Staphylococcus epidermidis,Austria,2024,3,1,,False
Staphylococcus epidermidis,Belgium,2014,17,6,35.29,True
Staphylococcus epidermidis,Belgium,2015,20,3,15.0,True
Staphylococcus epidermidis,Belgium,2016,14,7,50.0,True
Staphylococcus epidermidis,Belgium,2017,19,16,84.21,True
Staphylococcus epidermidis,Belgium,2018,11,8,72.73,True
Staphylococcus epidermidis,Belgium,2019,14,9,64.29,True
Staphylococcus epidermidis,Belgium,2020,18,14,77.78,True
Staphylococcus epidermidis,Belgium,2021,17,11,64.71,True
Staphylococcus epidermidis,Belgium,2022,20,14,70.0,True
Staphylococcus epidermidis,Belgium,2023,11,10,90.91,True
Staphylococcus epidermidis,Belgium,2024,18,14,77.78,True
Staphylococcus epidermidis,Brazil,2014,7,4,,False
Staphylococcus epidermidis,Brazil,2015,3,3,,False
Staphylococcus epidermidis,Brazil,2016,8,3,,False
Staphylococcus epidermidis,Brazil,2017,5,5,,False
Staphylococcus epidermidis,Brazil,2018,15,10,66.67,True
Staphylococcus epidermidis,Brazil,2019,17,11,64.71,True
Staphylococcus epidermidis,Brazil,2020,20,14,70.0,True
Staphylococcus epidermidis,Brazil,2021,10,7,70.0,True
Staphylococcus epidermidis,Brazil,2022,6,5,,False
Staphylococcus epidermidis,Brazil,2023,5,4,,False
Staphylococcus epidermidis,Brazil,2024,9,6,,False
Staphylococcus epidermidis,Bulgaria,2023,2,2,,False
Staphylococcus epidermidis,Bulgaria,2024,3,2,,False
Staphylococcus epidermidis,Canada,2018,11,8,72.73,True
Staphylococcus epidermidis,Canada,2019,10,4,40.0,True
Staphylococcus epidermidis,Canada,2020,13,8,61.54,True
Staphylococcus epidermidis,Canada,2021,10,6,60.0,True
Staphylococcus epidermidis,Canada,2022,10,2,20.0,True
Staphylococcus epidermidis,Canada,2023,14,6,42.86,True
Staphylococcus epidermidis,Canada,2024,16,8,50.0,True
Staphylococcus epidermidis,Chile,2014,9,7,,False
Staphylococcus epidermidis,Chile,2015,9,8,,False
Staphylococcus epidermidis,Chile,2016,8,6,,False
Staphylococcus epidermidis,Chile,2017,5,4,,False
Staphylococcus epidermidis,Chile,2018,4,4,,False
Staphylococcus epidermidis,Chile,2019,7,5,,False
Staphylococcus epidermidis,Chile,2020,6,1,,False
Staphylococcus epidermidis,Chile,2021,7,2,,False
Staphylococcus epidermidis,Chile,2022,6,6,,False
Staphylococcus epidermidis,Chile,2023,4,1,,False
Staphylococcus epidermidis,Chile,2024,6,3,,False
Staphylococcus epidermidis,China,2014,1,1,,False
Staphylococcus epidermidis,China,2016,2,2,,False
Staphylococcus epidermidis,China,2017,3,3,,False
Staphylococcus epidermidis,China,2018,18,14,77.78,True
Staphylococcus epidermidis,China,2019,26,13,50.0,True
Staphylococcus epidermidis,China,2020,7,4,,False
Staphylococcus epidermidis,China,2021,16,11,68.75,True
Staphylococcus epidermidis,China,2022,16,10,62.5,True
Staphylococcus epidermidis,China,2023,11,8,72.73,True
Staphylococcus epidermidis,China,2024,19,9,47.37,True
Staphylococcus epidermidis,Colombia,2014,7,2,,False
Staphylococcus epidermidis,Colombia,2015,6,5,,False
Staphylococcus epidermidis,Colombia,2016,4,2,,False
Staphylococcus epidermidis,Colombia,2017,2,1,,False
Staphylococcus epidermidis,Colombia,2018,15,12,80.0,True
Staphylococcus epidermidis,Colombia,2019,10,7,70.0,True
Staphylococcus epidermidis,Colombia,2020,16,8,50.0,True
Staphylococcus epidermidis,Colombia,2021,12,10,83.33,True
Staphylococcus epidermidis,Colombia,2022,3,3,,False
Staphylococcus epidermidis,Colombia,2023,3,2,,False
Staphylococcus epidermidis,Colombia,2024,8,4,,False
Staphylococcus epidermidis,Costa Rica,2018,2,2,,False
Staphylococcus epidermidis,Costa Rica,2019,1,1,,False
Staphylococcus epidermidis,Costa Rica,2020,3,2,,False
Staphylococcus epidermidis,Costa Rica,2021,1,1,,False
Staphylococcus epidermidis,Costa Rica,2022,2,1,,False
Staphylococcus epidermidis,Costa Rica,2023,2,0,,False
Staphylococcus epidermidis,Costa Rica,2024,2,2,,False
Staphylococcus epidermidis,Croatia,2016,1,0,,False
Staphylococcus epidermidis,Croatia,2018,7,5,,False
Staphylococcus epidermidis,Croatia,2019,10,7,70.0,True
Staphylococcus epidermidis,Croatia,2020,10,7,70.0,True
Staphylococcus epidermidis,Croatia,2021,7,5,,False
Staphylococcus epidermidis,Croatia,2022,11,6,54.55,True
Staphylococcus epidermidis,Croatia,2023,7,2,,False
Staphylococcus epidermidis,Croatia,2024,10,6,60.0,True
Staphylococcus epidermidis,Czech Republic,2015,2,0,,False
Staphylococcus epidermidis,Czech Republic,2016,6,4,,False
Staphylococcus epidermidis,Czech Republic,2017,9,6,,False
Staphylococcus epidermidis,Czech Republic,2018,5,4,,False
Staphylococcus epidermidis,Czech Republic,2019,1,0,,False
Staphylococcus epidermidis,Czech Republic,2020,2,2,,False
Staphylococcus epidermidis,Czech Republic,2021,4,4,,False
Staphylococcus epidermidis,Czech Republic,2022,2,1,,False
Staphylococcus epidermidis,Czech Republic,2023,1,1,,False
Staphylococcus epidermidis,Denmark,2014,5,3,,False
Staphylococcus epidermidis,Denmark,2015,4,2,,False
Staphylococcus epidermidis,Denmark,2016,1,1,,False
Staphylococcus epidermidis,Denmark,2017,3,1,,False
Staphylococcus epidermidis,Denmark,2019,1,0,,False
Staphylococcus epidermidis,Denmark,2020,3,2,,False
Staphylococcus epidermidis,Denmark,2021,6,5,,False
Staphylococcus epidermidis,Denmark,2022,3,1,,False
Staphylococcus epidermidis,Denmark,2023,5,3,,False
Staphylococcus epidermidis,Denmark,2024,4,3,,False
Staphylococcus epidermidis,Dominican Republic,2018,1,0,,False
Staphylococcus epidermidis,Dominican Republic,2019,1,1,,False
Staphylococcus epidermidis,Dominican Republic,2022,1,1,,False
Staphylococcus epidermidis,Dominican Republic,2024,2,1,,False
Staphylococcus epidermidis,Egypt,2012,1,0,,False
Staphylococcus epidermidis,France,2012,9,0,,False
Staphylococcus epidermidis,France,2013,17,0,0.0,True
Staphylococcus epidermidis,France,2014,45,7,15.56,True
Staphylococcus epidermidis,France,2015,41,5,12.2,True
Staphylococcus epidermidis,France,2016,22,7,31.82,True
Staphylococcus epidermidis,France,2017,20,2,10.0,True
Staphylococcus epidermidis,France,2018,23,19,82.61,True
Staphylococcus epidermidis,France,2019,27,18,66.67,True
Staphylococcus epidermidis,France,2020,24,13,54.17,True
Staphylococcus epidermidis,France,2021,23,15,65.22,True
Staphylococcus epidermidis,France,2022,20,8,40.0,True
Staphylococcus epidermidis,France,2023,17,14,82.35,True
Staphylococcus epidermidis,France,2024,18,11,61.11,True
Staphylococcus epidermidis,Germany,2012,46,0,0.0,True
Staphylococcus epidermidis,Germany,2013,31,0,0.0,True
Staphylococcus epidermidis,Germany,2014,36,10,27.78,True
Staphylococcus epidermidis,Germany,2015,26,8,30.77,True
Staphylococcus epidermidis,Germany,2016,18,9,50.0,True
Staphylococcus epidermidis,Germany,2017,12,3,25.0,True
Staphylococcus epidermidis,Germany,2018,8,5,,False
Staphylococcus epidermidis,Germany,2019,7,3,,False
Staphylococcus epidermidis,Germany,2020,12,6,50.0,True
Staphylococcus epidermidis,Germany,2021,8,6,,False
Staphylococcus epidermidis,Germany,2022,12,4,33.33,True
Staphylococcus epidermidis,Germany,2023,22,12,54.55,True
Staphylococcus epidermidis,Germany,2024,17,9,52.94,True
Staphylococcus epidermidis,Greece,2014,8,8,,False
Staphylococcus epidermidis,Greece,2015,4,4,,False
Staphylococcus epidermidis,Greece,2016,3,2,,False
Staphylococcus epidermidis,Greece,2017,13,11,84.62,True
Staphylococcus epidermidis,Greece,2018,9,5,,False
Staphylococcus epidermidis,Greece,2019,3,2,,False
Staphylococcus epidermidis,Greece,2020,7,7,,False
Staphylococcus epidermidis,Greece,2021,10,8,80.0,True
Staphylococcus epidermidis,Greece,2022,4,3,,False
Staphylococcus epidermidis,Greece,2023,3,3,,False
Staphylococcus epidermidis,Guatemala,2018,2,1,,False
Staphylococcus epidermidis,Guatemala,2019,2,1,,False
Staphylococcus epidermidis,Guatemala,2020,5,5,,False
Staphylococcus epidermidis,Guatemala,2021,2,2,,False
Staphylococcus epidermidis,Guatemala,2022,2,2,,False
Staphylococcus epidermidis,Guatemala,2023,2,0,,False
Staphylococcus epidermidis,Guatemala,2024,2,0,,False
Staphylococcus epidermidis,Hong Kong,2018,1,0,,False
Staphylococcus epidermidis,Hong Kong,2019,3,3,,False
Staphylococcus epidermidis,Hungary,2014,16,15,93.75,True
Staphylococcus epidermidis,Hungary,2015,10,6,60.0,True
Staphylococcus epidermidis,Hungary,2016,15,8,53.33,True
Staphylococcus epidermidis,Hungary,2017,13,13,100.0,True
Staphylococcus epidermidis,Hungary,2018,11,9,81.82,True
Staphylococcus epidermidis,Hungary,2019,5,4,,False
Staphylococcus epidermidis,Hungary,2020,13,4,30.77,True
Staphylococcus epidermidis,Hungary,2021,3,2,,False
Staphylococcus epidermidis,Hungary,2022,3,2,,False
Staphylococcus epidermidis,Hungary,2023,5,4,,False
Staphylococcus epidermidis,Hungary,2024,6,2,,False
Staphylococcus epidermidis,India,2019,12,9,75.0,True
Staphylococcus epidermidis,India,2020,23,8,34.78,True
Staphylococcus epidermidis,India,2021,12,8,66.67,True
Staphylococcus epidermidis,India,2022,11,7,63.64,True
Staphylococcus epidermidis,India,2023,6,4,,False
Staphylococcus epidermidis,India,2024,9,7,,False
Staphylococcus epidermidis,Ireland,2018,6,2,,False
Staphylococcus epidermidis,Ireland,2019,1,0,,False
Staphylococcus epidermidis,Ireland,2020,5,1,,False
Staphylococcus epidermidis,Ireland,2021,2,2,,False
Staphylococcus epidermidis,Ireland,2022,1,0,,False
Staphylococcus epidermidis,Ireland,2023,2,1,,False
Staphylococcus epidermidis,Ireland,2024,2,2,,False
Staphylococcus epidermidis,Israel,2010,1,0,,False
Staphylococcus epidermidis,Israel,2014,6,4,,False
Staphylococcus epidermidis,Israel,2015,2,1,,False
Staphylococcus epidermidis,Israel,2016,9,4,,False
Staphylococcus epidermidis,Israel,2017,16,13,81.25,True
Staphylococcus epidermidis,Israel,2018,5,3,,False
Staphylococcus epidermidis,Israel,2019,6,3,,False
Staphylococcus epidermidis,Israel,2020,4,1,,False
Staphylococcus epidermidis,Israel,2021,2,2,,False
Staphylococcus epidermidis,Israel,2022,6,3,,False
Staphylococcus epidermidis,Israel,2023,1,1,,False
Staphylococcus epidermidis,Israel,2024,5,2,,False
Staphylococcus epidermidis,Italy,2011,1,0,,False
Staphylococcus epidermidis,Italy,2012,8,0,,False
Staphylococcus epidermidis,Italy,2013,36,0,0.0,True
Staphylococcus epidermidis,Italy,2014,21,4,19.05,True
Staphylococcus epidermidis,Italy,2015,80,8,10.0,True
Staphylococcus epidermidis,Italy,2016,39,9,23.08,True
Staphylococcus epidermidis,Italy,2017,27,5,18.52,True
Staphylococcus epidermidis,Italy,2018,24,15,62.5,True
Staphylococcus epidermidis,Italy,2019,16,9,56.25,True
Staphylococcus epidermidis,Italy,2020,23,13,56.52,True
Staphylococcus epidermidis,Italy,2021,41,24,58.54,True
Staphylococcus epidermidis,Italy,2022,26,19,73.08,True
Staphylococcus epidermidis,Italy,2023,18,13,72.22,True
Staphylococcus epidermidis,Italy,2024,16,10,62.5,True
Staphylococcus epidermidis,Ivory Coast,2020,6,4,,False
Staphylococcus epidermidis,Ivory Coast,2021,5,4,,False
Staphylococcus epidermidis,Ivory Coast,2023,2,2,,False
Staphylococcus epidermidis,Ivory Coast,2024,5,4,,False
Staphylococcus epidermidis,Japan,2014,5,5,,False
Staphylococcus epidermidis,Japan,2015,4,1,,False
Staphylococcus epidermidis,Japan,2016,2,0,,False
Staphylococcus epidermidis,Japan,2017,1,0,,False
Staphylococcus epidermidis,Japan,2018,6,3,,False
Staphylococcus epidermidis,Japan,2019,4,1,,False
Staphylococcus epidermidis,Japan,2020,6,4,,False
Staphylococcus epidermidis,Japan,2021,7,4,,False
Staphylococcus epidermidis,Japan,2022,7,5,,False
Staphylococcus epidermidis,Japan,2023,5,3,,False
Staphylococcus epidermidis,Japan,2024,5,4,,False
Staphylococcus epidermidis,Jordan,2021,2,1,,False
Staphylococcus epidermidis,Jordan,2022,3,1,,False
Staphylococcus epidermidis,Jordan,2023,2,2,,False
Staphylococcus epidermidis,Jordan,2024,2,2,,False
Staphylococcus epidermidis,Kenya,2014,5,4,,False
Staphylococcus epidermidis,"Korea, South",2015,2,2,,False
Staphylococcus epidermidis,"Korea, South",2016,8,7,,False
Staphylococcus epidermidis,"Korea, South",2018,6,5,,False
Staphylococcus epidermidis,"Korea, South",2019,4,4,,False
Staphylococcus epidermidis,"Korea, South",2020,7,4,,False
Staphylococcus epidermidis,"Korea, South",2021,12,8,66.67,True
Staphylococcus epidermidis,"Korea, South",2022,2,1,,False
Staphylococcus epidermidis,"Korea, South",2023,1,1,,False
Staphylococcus epidermidis,"Korea, South",2024,2,1,,False
Staphylococcus epidermidis,Kuwait,2014,5,4,,False
Staphylococcus epidermidis,Kuwait,2015,9,7,,False
Staphylococcus epidermidis,Kuwait,2016,7,7,,False
Staphylococcus epidermidis,Kuwait,2017,15,14,93.33,True
Staphylococcus epidermidis,Kuwait,2018,7,4,,False
Staphylococcus epidermidis,Kuwait,2019,6,5,,False
Staphylococcus epidermidis,Kuwait,2020,7,6,,False
Staphylococcus epidermidis,Kuwait,2021,15,15,100.0,True
Staphylococcus epidermidis,Kuwait,2022,6,4,,False
Staphylococcus epidermidis,Kuwait,2024,6,6,,False
Staphylococcus epidermidis,Latvia,2018,2,0,,False
Staphylococcus epidermidis,Latvia,2019,2,2,,False
Staphylococcus epidermidis,Latvia,2020,4,2,,False
Staphylococcus epidermidis,Latvia,2021,11,3,27.27,True
