Organism,Country,Year,Age_Category,N_Isolates,MDR_Count,XDR_Count,PDR_Count,MDR_Rate_%,XDR_Rate_%,PDR_Rate_%,Income_Group,MDR_Definition
Enterobacter cloacae,Croatia,2008,Elderly,10,4,3,2,40.0,30.0,20.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Denmark,2008,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2008,Elderly,29,9,6,1,31.03,20.69,3.45,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2008,Elderly,18,4,3,0,22.22,16.67,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Israel,2008,Elderly,15,1,1,0,6.67,6.67,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2008,Elderly,38,15,7,1,39.47,18.42,2.63,High Income,Magiorakos2012_R+I
Enterobacter cloacae,"Korea, South",2008,Elderly,11,4,2,0,36.36,18.18,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2008,Elderly,55,14,9,0,25.45,16.36,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Turkey,2008,Elderly,10,4,3,0,40.0,30.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2008,Elderly,44,14,4,0,31.82,9.09,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Argentina,2009,Elderly,11,7,6,1,63.64,54.55,9.09,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Brazil,2009,Pediatric,12,3,3,0,25.0,25.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Brazil,2009,Elderly,14,7,7,0,50.0,50.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2009,Elderly,21,3,0,0,14.29,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2009,Elderly,44,17,13,0,38.64,29.55,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2009,Elderly,15,1,1,0,6.67,6.67,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Israel,2009,Elderly,12,4,3,0,33.33,25.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2009,Elderly,24,10,4,2,41.67,16.67,8.33,High Income,Magiorakos2012_R+I
Enterobacter cloacae,"Korea, South",2009,Elderly,13,4,1,0,30.77,7.69,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Mexico,2009,Pediatric,13,1,0,0,7.69,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Mexico,2009,Elderly,10,4,0,0,40.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Poland,2009,Elderly,12,7,6,1,58.33,50.0,8.33,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Saudi Arabia,2009,Elderly,12,3,1,0,25.0,8.33,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2009,Elderly,41,9,5,0,21.95,12.2,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United Kingdom,2009,Elderly,14,1,0,0,7.14,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2009,Pediatric,11,2,2,0,18.18,18.18,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2009,Elderly,54,17,12,2,31.48,22.22,3.7,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2010,Elderly,18,1,1,0,5.56,5.56,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Denmark,2010,Elderly,18,6,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2010,Elderly,30,18,13,0,60.0,43.33,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2010,Elderly,11,6,4,0,54.55,36.36,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Israel,2010,Elderly,29,13,6,0,44.83,20.69,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2010,Elderly,17,7,6,0,41.18,35.29,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Mexico,2010,Elderly,12,4,2,0,33.33,16.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2010,Elderly,21,6,4,0,28.57,19.05,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2010,Elderly,34,8,4,0,23.53,11.76,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2011,Elderly,32,12,5,0,37.5,15.62,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2011,Elderly,20,5,2,0,25.0,10.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Ireland,2011,Elderly,20,8,7,0,40.0,35.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Saudi Arabia,2011,Elderly,15,3,1,0,20.0,6.67,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2011,Elderly,51,13,6,0,25.49,11.76,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2011,Pediatric,14,1,0,0,7.14,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2011,Elderly,39,8,4,0,20.51,10.26,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2012,Elderly,16,2,2,0,12.5,12.5,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2012,Elderly,36,15,10,0,41.67,27.78,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2012,Elderly,23,4,2,0,17.39,8.7,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2012,Elderly,38,4,2,0,10.53,5.26,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2012,Pediatric,11,2,1,0,18.18,9.09,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2012,Elderly,25,3,1,0,12.0,4.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2013,Elderly,21,1,0,0,4.76,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2013,Elderly,24,7,7,0,29.17,29.17,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2013,Elderly,13,2,1,0,15.38,7.69,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2013,Elderly,44,11,6,0,25.0,13.64,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2013,Elderly,32,5,2,1,15.62,6.25,3.12,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United Kingdom,2013,Elderly,10,1,1,0,10.0,10.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2013,Pediatric,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2013,Elderly,36,3,3,0,8.33,8.33,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2014,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2014,Elderly,27,10,5,0,37.04,18.52,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2014,Elderly,16,6,2,0,37.5,12.5,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2014,Elderly,38,6,2,0,15.79,5.26,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2014,Elderly,23,3,1,0,13.04,4.35,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2014,Elderly,17,3,0,0,17.65,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2015,Elderly,12,1,1,0,8.33,8.33,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,China,2015,Elderly,10,2,1,0,20.0,10.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2015,Elderly,22,4,2,0,18.18,9.09,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2015,Elderly,13,1,1,0,7.69,7.69,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2015,Elderly,22,2,1,0,9.09,4.55,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Singapore,2015,Elderly,11,3,2,0,27.27,18.18,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2015,Elderly,22,5,3,0,22.73,13.64,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2015,Elderly,22,4,1,0,18.18,4.55,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,China,2016,Elderly,10,4,2,0,40.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2016,Elderly,29,8,4,0,27.59,13.79,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2016,Elderly,20,7,3,0,35.0,15.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2016,Elderly,29,7,5,2,24.14,17.24,6.9,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United Kingdom,2016,Elderly,11,1,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2016,Elderly,16,3,1,0,18.75,6.25,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2017,Elderly,30,9,4,0,30.0,13.33,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Germany,2017,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2017,Elderly,14,3,2,0,21.43,14.29,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Mexico,2017,Pediatric,11,7,1,1,63.64,9.09,9.09,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2017,Elderly,15,1,0,0,6.67,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Canada,2018,Elderly,20,7,0,0,35.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2018,Elderly,24,14,6,0,58.33,25.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Italy,2018,Elderly,21,11,5,0,52.38,23.81,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Romania,2018,Elderly,10,7,2,0,70.0,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2018,Elderly,13,4,0,0,30.77,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2018,Elderly,14,8,0,0,57.14,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,China,2019,Elderly,14,7,2,0,50.0,14.29,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterobacter cloacae,Croatia,2019,Elderly,10,7,4,2,70.0,40.0,20.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2019,Elderly,10,5,2,0,50.0,20.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2019,Elderly,11,5,1,0,45.45,9.09,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2019,Elderly,14,6,1,0,42.86,7.14,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,France,2020,Elderly,14,14,5,0,100.0,35.71,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,Spain,2020,Elderly,14,10,2,0,71.43,14.29,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2020,Elderly,10,6,0,0,60.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterobacter cloacae,United States,2021,Elderly,11,4,1,0,36.36,9.09,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2004,Elderly,56,40,40,0,71.43,71.43,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2005,Elderly,58,39,39,0,67.24,67.24,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Australia,2006,Elderly,10,5,5,0,50.0,50.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2006,Elderly,11,1,1,0,9.09,9.09,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Taiwan,2006,Elderly,12,1,1,0,8.33,8.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2006,Elderly,53,38,38,0,71.7,71.7,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2007,Elderly,10,3,3,0,30.0,30.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2007,Pediatric,12,3,3,0,25.0,25.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2007,Elderly,47,34,34,0,72.34,72.34,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2008,Elderly,11,2,2,0,18.18,18.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Ireland,2008,Elderly,14,11,11,0,78.57,78.57,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2008,Elderly,22,5,5,0,22.73,22.73,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2008,Elderly,13,1,1,0,7.69,7.69,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2008,Elderly,27,22,22,0,81.48,81.48,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2009,Elderly,18,6,6,0,33.33,33.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2009,Elderly,12,5,5,0,41.67,41.67,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,"Korea, South",2009,Elderly,11,4,4,0,36.36,36.36,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2009,Elderly,20,1,1,0,5.0,5.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2009,Elderly,31,26,26,2,83.87,83.87,6.45,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2010,Elderly,11,2,2,0,18.18,18.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2010,Elderly,12,3,3,0,25.0,25.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Israel,2010,Elderly,13,8,8,0,61.54,61.54,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2010,Elderly,10,3,3,0,30.0,30.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2010,Elderly,13,4,4,0,30.77,30.77,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2010,Elderly,27,18,18,0,66.67,66.67,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2011,Elderly,11,2,2,0,18.18,18.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2011,Elderly,10,1,1,0,10.0,10.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Ireland,2011,Elderly,11,7,7,0,63.64,63.64,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2011,Elderly,24,5,5,0,20.83,20.83,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2011,Elderly,27,21,21,1,77.78,77.78,3.7,High Income,Magiorakos2012_R+I
Enterococcus faecium,Ireland,2012,Elderly,19,13,13,0,68.42,68.42,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2012,Elderly,11,2,2,0,18.18,18.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2012,Elderly,18,5,5,0,27.78,27.78,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2012,Elderly,28,27,27,0,96.43,96.43,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2013,Elderly,12,1,1,0,8.33,8.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2013,Elderly,18,6,6,0,33.33,33.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2013,Elderly,21,2,2,0,9.52,9.52,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2013,Elderly,22,18,18,1,81.82,81.82,4.55,High Income,Magiorakos2012_R+I
Enterococcus faecium,Belgium,2014,Elderly,15,8,4,0,53.33,26.67,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2014,Elderly,11,3,3,0,27.27,27.27,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2014,Elderly,15,4,2,0,26.67,13.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2014,Elderly,21,9,6,0,42.86,28.57,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2014,Elderly,17,7,7,0,41.18,41.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2014,Elderly,21,6,5,0,28.57,23.81,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2014,Elderly,34,27,24,0,79.41,70.59,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2015,Elderly,10,2,2,0,20.0,20.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2015,Elderly,26,11,11,0,42.31,42.31,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2015,Elderly,12,6,6,0,50.0,50.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2016,Elderly,13,1,1,0,7.69,7.69,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2016,Elderly,13,3,3,0,23.08,23.08,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2016,Elderly,19,6,6,0,31.58,31.58,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2016,Elderly,10,8,8,0,80.0,80.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2017,Elderly,10,6,6,0,60.0,60.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2017,Elderly,21,6,6,0,28.57,28.57,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Taiwan,2017,Elderly,12,7,7,0,58.33,58.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,China,2018,Elderly,12,11,0,0,91.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterococcus faecium,France,2018,Elderly,11,9,0,0,81.82,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2018,Elderly,13,13,1,0,100.0,7.69,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2018,Elderly,14,12,10,0,85.71,71.43,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,China,2019,Elderly,24,23,4,0,95.83,16.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterococcus faecium,France,2019,Elderly,11,10,0,0,90.91,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,"Korea, South",2019,Elderly,10,8,2,0,80.0,20.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2019,Elderly,20,18,16,0,90.0,80.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Belgium,2020,Elderly,16,16,2,0,100.0,12.5,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2020,Elderly,10,9,3,0,90.0,30.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Croatia,2020,Elderly,11,11,7,0,100.0,63.64,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2020,Elderly,11,11,2,0,100.0,18.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2020,Elderly,13,11,1,0,84.62,7.69,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2020,Elderly,12,12,11,0,100.0,91.67,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Belgium,2021,Elderly,10,8,0,0,80.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2021,Elderly,10,7,1,0,70.0,10.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2021,Elderly,12,12,0,0,100.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,India,2021,Elderly,13,12,6,0,92.31,46.15,0.0,Lower Middle Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2021,Elderly,20,19,6,0,95.0,30.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,"Korea, South",2021,Elderly,15,14,5,0,93.33,33.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2021,Elderly,15,15,0,0,100.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2021,Elderly,18,15,9,0,83.33,50.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Belgium,2022,Elderly,16,12,0,0,75.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2022,Elderly,12,11,1,0,91.67,8.33,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,China,2022,Elderly,16,15,5,0,93.75,31.25,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterococcus faecium,Croatia,2022,Elderly,15,13,7,0,86.67,46.67,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,France,2022,Elderly,21,17,1,0,80.95,4.76,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2022,Elderly,13,12,0,0,92.31,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2022,Elderly,20,18,4,0,90.0,20.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2022,Elderly,12,11,0,0,91.67,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Taiwan,2022,Elderly,11,10,4,0,90.91,36.36,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Turkey,2022,Elderly,15,15,4,0,100.0,26.67,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2022,Elderly,17,13,10,0,76.47,58.82,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2023,Elderly,12,11,3,0,91.67,25.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,China,2023,Elderly,15,12,2,0,80.0,13.33,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2023,Elderly,10,10,0,0,100.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2023,Elderly,16,15,3,0,93.75,18.75,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Spain,2023,Elderly,11,8,0,0,72.73,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2023,Elderly,22,19,15,0,86.36,68.18,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Canada,2024,Elderly,15,12,4,0,80.0,26.67,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,China,2024,Elderly,15,14,3,0,93.33,20.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Enterococcus faecium,Germany,2024,Elderly,11,11,0,0,100.0,0.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Hungary,2024,Elderly,11,11,6,0,100.0,54.55,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,Italy,2024,Elderly,13,13,6,0,100.0,46.15,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,"Korea, South",2024,Elderly,10,9,3,0,90.0,30.0,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United Kingdom,2024,Elderly,13,11,3,0,84.62,23.08,0.0,High Income,Magiorakos2012_R+I
Enterococcus faecium,United States,2024,Elderly,13,13,7,0,100.0,53.85,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Germany,2012,Elderly,40,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Spain,2012,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Germany,2013,Elderly,30,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Italy,2013,Elderly,31,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Spain,2013,Elderly,18,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Belgium,2014,Elderly,12,5,0,0,41.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,France,2014,Pediatric,16,3,0,0,18.75,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,France,2014,Elderly,29,4,0,0,13.79,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Germany,2014,Elderly,29,8,0,0,27.59,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Italy,2014,Elderly,21,4,0,0,19.05,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Netherlands,2014,Elderly,11,2,0,0,18.18,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Portugal,2014,Elderly,12,7,0,0,58.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Spain,2014,Elderly,16,4,0,0,25.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,United States,2014,Elderly,10,5,0,0,50.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Belgium,2015,Elderly,18,3,0,0,16.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,France,2015,Pediatric,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,France,2015,Elderly,27,5,0,0,18.52,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Germany,2015,Elderly,25,8,0,0,32.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Italy,2015,Elderly,76,7,0,0,9.21,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Netherlands,2015,Elderly,18,5,0,0,27.78,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Portugal,2015,Elderly,15,10,0,0,66.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Spain,2015,Pediatric,16,6,0,0,37.5,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Spain,2015,Elderly,41,20,0,0,48.78,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Switzerland,2015,Elderly,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,France,2016,Elderly,19,7,0,0,36.84,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Germany,2016,Elderly,18,9,0,0,50.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Hungary,2016,Elderly,12,7,0,0,58.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Italy,2016,Elderly,37,9,0,0,24.32,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Portugal,2016,Elderly,15,10,0,0,66.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Spain,2016,Elderly,16,5,0,0,31.25,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,Switzerland,2016,Elderly,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus epidermidis,United States,2016,Elderly,10,9,0,0,90.0,0.0,0.0,High Income,Magiorakos2012_R+I
